,DISCREPANCY
8338,red mrh blade fold motor seized (card d-121).
17533,"tail rotor bias failed checks failed on red (3.5*), blue (3.7*), yellow (4.0*), and black (3.3*) tail rotor blades.          "
4714,nose wheel steering actr f(p) 16 times during flight fault id:4a89  1/5073  2/0261  3/5182   5/0010
20745,scir change:  46sjaq5.  yellow spindle shaft lower weight balance bracket corroded. ccdd:02july19
6439,tail ool due to level 2 vibes          
14065,mrh out of limits          
2581,right hand main landing gear fire bottle is nrfi due to low monnex.          
5814,blue lockpin dustcover sealant peeling off.          
15270,"rotor brake low at 420 psi, limits are 450-690 psi.          "
18293,hi time: yellow blade tip cap upper #6 screw (s/n 09175-up)
2845,wow disgree due to lh no. 1 wow switch f(p). flight was aborted by crew.
144,all spindle kymar shrink tubes worn. card d-119
17904,tail rotor outboard retention inner surace bushing telon worn          
440,forward scissor has play.          
3925,copilot brakes are weak          
16809,admin install main rotor blade tip caps (blue) as a matched set.          
18932,remove mrh swashplate assy to fom. reinstall when directed by m/c          
23457,autorotation adjustments ool.  actual 114 target 118          
25843,mrh accum low          
6464,main rotor head fluid low.          
182,mrh accumulator low
24564,black tail rotro boot pulling through zip tie          
2940,mrh accumulator hyd fluid side low.  on the line between bottom green and red          
27970,remove red mrb assy s/n a237-04541 for level iii preservation. install when notified by maintenance control.
25472,tail rotor vibes out of limits          
26089,main rotor head in flight vibes ool.          
13124,disconnect tb10 fom for da replacement          
15776,mrh accumulator low.          
4658,remove right hand main landing gear inboard wheel          
5726,perform post phase ground vibes.          
5900,red damper outboard bearing ool.          
2174,rotor head low. a/c time now 1123.9          
2249,perform 3 deg bias due to removal and replacement of blue tail rotor blade          
24599,all bifilar washer need to be replaced due to gouges. card abcd-23.2 step 4.2          
2019,lower black centering sockets have play.          
23975,no rotor spread light illuminated on preflight checks.          
195,lh nose landing gear tire has low air pressure
26169,mrh accummulator fluid low.          
27281,install outboard tail rotor blade.
586,lh mlg drag strut will not lock in the down position during emergency extend test.  installation only due to having the wrong card for the component installed. the old component has the wrong logset installed in the tree.          
20492,incorrect saftey wire on red blades lower centering socket hardware.          
6960,worn inboard bearing on yellow damper
3868,fom pbr nut          
14180,ziptie missing on red mrh blade. refer to 00jg9wu for fod search
11993,main rotr foward scissor assy. hardware worn          
2802,remove and replace component nomenclature pneumatic reservoir module;  part no: 901-380-501-103;  serno: r13-507787          
13181,pitch beam retaining nut hardware worn.          
23021,mrh accumulator low
22560,teflone sleeve worn on black spindle shank.
20681,black damper inboard and outboard bearings ool. card b 101.1          
14910,lower blue centering socket appears loose
15724,red damper outboard and inboard bearing worn ool. mrc-400 card 112.2          
1714,aft scissor assy has up and down play.          
13586,blade fold inop. pitch locks try to align but system times out before pitchlocks are lined up.          
19480,rotor head hyd side in the red
17648,"red blade will not auto fold or fold using bladefold test set. to fully spread blade, had to manually turn lockpins.          "
8384,mrh accumulator low
22083,red outboard damper bearing failed check          
18879,tr vibes ool          
11901,blue pitch lock is stuck.          
16330,rotor head hyd level low          
4924,black blade tip cap has moderate exfoliation corrosion on previously repaired tip block. card bd-95
131,main rotor out of limits
2877,black trb boot slipped out of zip tie. mrc-350//card 52.          
521,replace lh nlg tire as match set          
3477,maf initiated to replenish tire pool stock. parts were canceled on origional maf. refer to mcn:1gfd92p jcn:fc7310569 for actual maintenance performed.
10970,"mrb tipr cap number six screws worn on red, black, blue and yellow blade tip caps."
17747,puncture in red tail paddle boot.          
4437,tip cap screws are worn and need to be replaced.  ref: a1-h60ca-mrc-400 card bd-95.          
2401,mrh accumulator hyd side low
25553,nut lost during installation of mrh indexer. fod search conducted. refer to mcn- 0rew2sk.          
25588,remove blue main rotor blade to facilitate blade fold motor replacement. reinstall blue main rotor blade when directed by maintenance control.          
11370,perform ground vibration analysis.          
11871,mrh accumulator low.          
16362,scir change:  00cgebg.  remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: x221-05159;  pos cd: red.  due nlt@2320.40
12505,tail balance out of limits.          
118,yellow mrh damper bearings corroded beyond limit.  d112.2          
1942,lh nlg tire found worn.          
25426,"scir change:  1v4zaq6.  paint worn on leading edge of blue, yellow, and black blades.          "
27406,worn abbrasion strip yellow tail rotor blade
8483,movement noticed on lower yellow centering socket.
2948,verify tq on lh ob mlg tire axel nuts and dust cover nut.          
24200,blue  elastomeric bearing center ring gauged ool.          
16934,yellow damper elbow torque broken          
24850,mrh accumulator guage fluid level is on add line
12986,tear in yellow tail rotor boot.          
1831,main rotor head accumulator low.          
22577,blue blade fails to autofold. further troubleshooting required.          
3255,cut on tail rotor boot on red paddle          
23355,mrh damper accumulator low          
3689,hyd fluid dripping from landing gear pneumatic vent          
21269,mrh low          
5487,order scissor spherical bearings to repay senior mattos in maintenance control          
13708,mrh accum hyd overserviced          
1993,hole in red tail rotor boot          
15798,aft mrh swashplate scissor inner bearings have multiple nicks and gouges.          
9901,fwd spherical bearing worn ool mrc-400 card 23.6          
2481,fwd main rotor swashplate scissor assy upper bolt worn          
5389,hole in blue tail rotor boot          
25117,bifilar tapered washers worn ool. abcd 23.2          
15850,perform tail rotor balance and pylon vib sigs due to r&r of tail rotor cable          
12883,"tail rotor 1p on-ground (tgb output accel) -1189 rpm - level 1 prior to next flight, perform troubleshooting iaw vib-200, wp 010 00.          "
13485,blue main rotor blade tip delaminated beyond limits.          
27022,gap between tail rotor striker and mag pick up is above maximum gap limit.          
8399,mrh hyd fluid level in the red.
1093,perform post phase ground vibes card abcd-30-30.1.          
2668,left hand main landing gear outboard tire worn
15406,perform ground vibration analysis.          
21488,red blade bim indicator shows black.          
9693,excessive play on blue main rotor blade lower centering socket.          
17279,blue pcl inside bolt cottor pin not installed          
15733,install main rotor dampers after spindle build-up and installation. for phase d card 115.1 step 1.
11434,mrh accumulator low.
20293,worn zip tie on red tail rotor blade
14917,forward scissor has play.          
1486,lgcu f(p)          
24683,ziptie broken on trb yellow blade          
3172,nose landing gear spring strut worn causing bell crank mechanism to bind.          
18773,red tail rotor boot zip tie loose and mssing bridge. refer to mcn:1gvkw81 for fod inspection.          
4617,yellow inboard damper bearing bad          
4851,bd 91:  tail rotor blue blade boot has a hole.
13723,remove and replace yellow blade tip cap due to yellow mrb replacement.          
