,CORRECTIVE ACTION
26815,"serviced mrh accumulator iaw gai-000. hyds: yellow, n2: 1500 psi, and oat 10 degrees celcius. a/c hours of 3839.7. area secure and fod free at the time of completion."
10755,removed and replaced black outboard damper bearing iaw a1-h60ra-150-300.  pema s/n 8556.  area secure and fod free.  refer to maf mcn: 1lt11o2 jcn: bl0072374 for 9-13 hour torque check. trans code 12 action taken b.  
26085,removed and reinstalled black main rotor blade assy. 150-300. torqued @ 282 ftlbs and safteywired. area clean and fod free. used pema # 4ktya45034.  
24290,removed and replaced black mrh damper iaw 150-300. area secure and fod check complete. refer to jcn:qg0036094/mcn:00jek0e for 9-13 mrh damper mount bolt tq checks.  
8184,removed and replaced 1 hub inserts that failed hub insert checks iaw 150-300. all checks good. area secure and fod free at the time of inspection. pema 76544 *** trans code-11 action taken-c***
20050,"made adjustments to the mrh iaw a1-h60rs-vib-200. adjusted blue blade trim tab down 7.0 mils, red blade 3.0 mils, and yellow pcr 1 click postive. all checks good. area secured and fod check complete.  "
13504,performed tail rotor balance iaw vib-200. added 182 grams to quadrant four and 14 grams to quadrant three. area secure and fod free.  
7296,removed and replaced tail rotor boot iaw: a1-h60ra-150-300. area fod free and secure at time of inspection. refer to mcn: 2ln39t9 for 9-13 torque check.  
1473,reoved and replaced lh ib mlg wheel/tire assy iaw sss 3240. pema 1913 ataf apaf aff.
21673,performed leak check on blue mrh damper cylinder piston  iaw a1-h60ra-150-300.  no leaks found. area secure and fod free at time of inspection.
2087,"performed mrh adjustment iaw vib-200. adjusted pcrs blue -4 and yellow +4, added 46oz on yell and 43oz blk. area fod free and secure at time of inspection.  "
22028,removed and replaced mrh accumulator iaw aq-h60ra-150-300 wp25  . bled and serviced mrh accumulator iaw a1-h60ra-gai-000 wp007. area cleaned and fod free. ietms05962.  
14128,"adjusted the red pcr up 3.0 , yellow pcr up 3.0 and black pcr up 15.0 iaw a1-h60ra-vib-200. area secure and fod free.  "
14961,"inspected and measured blue blade lower centering socket play, no movement found with less than 15 in lbs of tq applied to plug mount bolts, checks good iaw 150-300. completed fod check and area secure at time of inspection.  "
23007,performed all ground vibes for 'a' profile iaw a1-h60rs-vib-200. all checks good and within limits. area secured and fod free at the time of inspection.  
178,removed and replaced blue bonding wire iaw a1-h60ra-150-300. area secure and fod check complete. refer to jcn:q63075326 for 9-13 tq stabilization check.  
5540,"serviced main rotor head to 1st green 1700 psi @ 28c iaw a1-h60ra-gai-000.  area fod free and secure, pema 6667.  "
14724, removed and replaced aft scissor swashplate spherical bearing iaw 150-300. area secure and fod free. pema 6fksa76289.  
6036,removed and replaced red blade hinge dog bone hardware in accordance with a1-h60ra-150-300. area fod free and secure at the time of inspection.  
2862,"serviced mrh accumulator iaw gai-000. hyd level: yellow, nitrogen: 1600 psi, and oat 14 degrees celcius. current a/c hours 1827.1. all checks good at current temperature. area secure and fod free at the time of completion.  "
26715,removed and reinstalled tail rotor pitch beam to fom inboard rentention plate split cone replacement iaw a1-h60ra-150-300. all checks good area fod free and secure at time of inspection. refer to jcn: q20126462 for 9-13 tq check for pbr nut and q20127463 
3263,"performed pcr adjustment yellow pcr -3minutes iaw a1-h60rs-vib-200. trim tab adjustments   -15mils on red blade, -7 mils on black blade iaw a1-h60rs-vib-200. area clean secure and fod free. pema 4atya82239.  "
3643,removed and replaced rh nlg tire iaw sss 3240. ataf apaf aff.  
6640,"adjusted blue main rotor head pcr plus 9 clicks, yellow pcr down 3 clicks iaw: vib-200. refer to mcn: 00jg64j, jcn: qg0310061 for 9-13 tq check on blue and yellow pcrs. area secured and fod free at time of inspection. used pema 2"
2405,"removed, repaired, and reinstalled yellow droop cam iaw 150-300/01-1a-509-2, pema serno: 6fksa76035. area secure and free of fod at time of inspection.  "
1196,removed and replaced aft expandable pin iaw 150-300 and 140-300. area fod free and secured.  
21398,"cannibalized (buno: 167061 mcn: 46sj17u) removed and replaced mrh accumulator iaw 150-300. serviced mrh accumulator iaw gai-000, hydraulic side is in the yellow,  nitrogen pressure is 1550 psi, oat is 14 degrees celcius. pop bottle 006. hfsu s/n 224. area"
9051,removed and replaced red tail rotor boot iaw 150-300. area secure and fod free.  
4159,"serviced mrh accumulator iaw gai-000. hyd high green, nitrogen 1600psi, and oats 17c. aircraft hours: 2,244.3. no conditional required. area fod free and secure.  "
16463,serviced rotor head oaw gai-000. mrh is serviced to high green; 1500 psi. a/c time now. 4446.200.  
18636,removed and replaced blue main rotor hub liner iaw 150-300. area clean and fod free. pema #6cksa67538.  
5462,serviced main rotor accumulator iaw:a1-h60ra-gai-000. gauges read as follows: oat:28degrees celcius fluid: high green nitrogen:1650psi. all checks good. area fod free and secure at time of inspection.
26877,removed and replaced yellow pitch lock pin iaw:150-300. op checks good iaw: 150-200. area  fod free and secure.  
4232,"serviced mrh accumulator iaw gai-000. hyd level:high green, nitrogen pressure: 1550 psi, and oat 11 degrees celcius. a/c hours of 1839.1. all checks good at current temperature. area secure and fod free at the time of completion.  "
13893,performed 3 degree bias with adjustments as follows: yellow start: 3.2 end 3.0; blue start: 3.3 end: 3.1; red start: 3.1; black start: 3.0; using daps set s/n: 007 and 089 iaw a1-h60ra-140-300. all checks good. no torque check required for pcl jamnuts. ar
21762,"serviced mrh using hsu-251 (navy class 2) and nitrogen unit pzn 127 to  high green, nitrogen at 1600, oat 16c. checks good area secure and fod free. a/c hr last serviced 4190.1 a/c hr now  4,204.4.  "
2777,cleaned grease from swashplate iaw a1-h60ca-mrc-390. refer to mcn: 1wdae1s conditional torque check.  
1569,"lh nose tire replace iaw sss 3240. ataf, apaf, aff.  "
4659,"removed and replaced the rh no. 2 mlg wow switch iaw ietms sss: 3210. system op checked good. discrepency noted. refer to maf mcn: 2omd82w; jcn: gh5115291 for the corrective action. utilized pema 26. ataf, apaf, aff.  "
19208,"removed all tail rotor weights, installed 79 grams on quad 3 and 45 grams on quad 4 iaw vib-200. area clean and fod free.  "
2779,added 55g to quadrant two iaw a1-h60rs-vib-200. area secure and fod free at the time of inspection.  
6066,verified torque of blk mrb mount bolt iaw 150-300. no movement noted. applied safety wire. area secured and fod free at time of inspection.  
26286,removed and re-shimmed main rotor aft scissor  iaw 150-300. all torques checks good. ietm 52811.area clean and  fod free.  
25579,"serviced mrh accumulator to middle high green and 1600 psi with hsu 216, navy class 3 iaw a1-h60ra-gai-000. oat is 32 degrees celsius. area secure and fod free at time of completion. a/c time now: 2268.8"
25158,installed main rotor blade assy s/n a237-03495 onto black(#4) position iaw a1-h60ra-150-300. area secured and fod check complete. ietm serial # 7jksa27831.  
10492,inspected hole on black tail rotor boot. hole meassured at 0.5 inch. hole is within limits iaw srm-000 holes cannot exceed 1 inch. checks good. area fod free and secured at time of inspection.  
663,"trouble shot down to landing gear isolation valve module iaw ietms sss 3230 used pema 25543, ataf, apaf, aff.  "
17775,"removed and replaced lower black centering socket iaw 150-300. all checks good, area secure and fod free,  "
8915,removed and re-installed tail rotor paddles iaw 150-300. area secured and fod free.
5917,removed and replaced black blade bumper iaw 150-300. area secure and fod free. pema 6fksa76289.
16977,"at time of inspection a crack was found on red mrb tip cap refer to jcn qg0101a14, mcn 00jcvq8 for installation of new hardware. area fod free, aircraft secure.  "
18818,"serviced mrh accumulator iaw a1-h60ra-gai-000. hyd: high green, nitrogen: 1500 psi, oat: 22 degrees celcius, a/c time: 1393.4 hours. area secure and no fod free at the time of completion. used hsu-245.  "
24502,"inspected mrh accumulator iaw gai-000. rotor head hydraulic side reads low green, nitrogen 1350. oat: 10 c. checks good, no servicing required. area secure and fod free at time of inspection. trans: 11. at: c. mal: 696  "
19221,"performed mrh in-flight vibrations ool adjustments on ylw pcr adjusted up 4, blk pcr adjusted 5 down, and red blade trim tab adjusted 9 up iaw a1-h60rs-vib-200. area secure and fod free at  time of inspection.  "
11033,installed yellow mrh damper ia a1-h60ra-150-300 wp016. pema s/n 7aksa01089. area clean and fod free.  
21908,removed and replaced blue mrh damper iaw a1-h60ra-150-300. serviced mrh accumulator to high green at 1500 psi with oat gage at 20 degrees celsius. a/c time now is 2416.8. area secure and fod check complete. refer to jcn qv0087272 and mcn 46sj69u for 9-13 
7238,removed and replaced fwd upper scissor link iaw: 150-300. area secure and fod free. pema 7879.
4030,removed and replaced lh nlg tire iaw sss 3240 apaf ataf aff
12287,parts recieved. refer to mcn: 1wda024 jcn: q40296a00 for installation.  
8339,removed and replaced red blade fold motor iaw a1-h60ra-150-300. all checks good. area secure and fod free. pema s/n: 76532.
24743,witnessed removal and replacement of red blade fold harness iaw 150-300. area secure and fod free. pema: 8459  
4850,replaced lh ib mlg tire iaw sss3240. ataf.apaf.aff.  
1649,remove to mcn: 0rewqzt for removal and replacement of pitch lock actuator.
3599,"removed and replaced worn hardware on red mrb tip cap iaw a1-h60ra-150-300 wp 028. area fod free, a/c secure.  "
14342,applied torque stripe on blue mrb lower pcr nut. checks good iaw 150-300. area secure and fod free at time of inspection.  
22512,removed and replaced black tail rotor boot iaw a1-h60ra-150-300. ataf and area clean and fod free.  
11975,applied rtv to blue tail rotor boot iaw a1-h60ra-150-300. area secure. fod checks complete.  
16991,removed and replaced blue main rotor blade fold motor iaw 150-300.  area secure and no fod found at time of inspection.  pema s/n 6cksa67610  
20857,serviced hydraulic side of mrh iaw a1-h60ra-gai-000. hyd side: high green. nit. side: 1650. acft flight hours: 3192.5. oat: 81 fahrenheit. all checks good. area secure and fod free at time of completion.
3198,removed and replaced tail rotor tip cap in accordance with 150-300. area secure and fod free at time of inspection.  
8911,removed and replaced yellow and red tail rotor paddle iaw 150-300. area fod free and secure at time of inspection.  
17844,"removed and replaced mrh indexing motor iaw 150-300, indexer checks good. pema: 45ktya45031, area clean and fod free.  "
2750,"refer to mcn: 26xjczu, jcn: qy0129399 for replacement of yellow spindle elastomeric bearing."
2649,removed and replaced rh nlg tire iaw sss 3240. ataf. apaf. aff.  
18139,removed and replaced yellow tail rotor boot iaw 150-300. area secure and fod free.  
25723,"serviced mrh accum to yellow at 1700 psi oat 19 degree celsius iaw gai-000, area secure and fod free. ataf. acft flight hours 3984.6.  "
10602,removed and replaced black upper #6 hightime tipcap screw at a/c time 778.00 hours. checks good. area secure and fod free at time of completion.  
2095,administrative error no maintence done refer to mcn: 2k0o5bi for correct maf. poc ssgt moore.  
14898,inspected and measured mrh aft scissor iaw 150-300. measured scissor at 0.030. limits is .033. scissor play is within limits area fod free and secured at time of inspection.  
2982,removed and properly reinstalled nose gear gdli on lgcu; item checks good. work iaw ietm 3230.  
3071,cannibalized pneumatic reservoir module; part no: 901-380-501-103 from (buno: 168305 mcn: 2mf0681) and installed iaw sss 3231. ataf apaf aff  
4327,removed and replaced lh ob mlg tire iaw sss 3240  
840,installed cotter key on aft swashplate accelerometer upper securing nut iaw: 150-300. area fod free and secure.  
1825,replaced rh nlg tire iaw sss 3240. ataf. apaf. aff.
10657,removed and replaced yellow pitch lock actuator gasket iaw: 150-300. area fod free and secure.  
9171,repaired black tail rotor boot with rtv iaw srm-000. area fod free and secure.
15070,all parts received blue spindle sun gear. refer to mcn: 47p43wv phase d for installation. area is clean and fod check complete.  
2494,serviced lh and rh mlg struts iaw sss 1210. used pema 67330. ataf apaf aff.  
7090,replaced blue tail rotor blade abrasion strip iaw a1-h60ra-srm-000. area fod free and secure.
