,CORRECTIVE ACTION
11161,removed and reinstalled tail rotor pitch beam iaw 150-300. area fod and corrosion free. pema s/n: 6cksa67610.  
4600,"removed and replaced lh ib mlg tire iaw sss: 3240 ataf, apaf, aff."
21297,"removed and replaced blue tail rotor boot iaw a1-h60ra-150-300 utilized pema 7iksa26143. area clean, secure, and fod free.  "
12711,"serviced mrh accumulator iaw gai-000. hyds: yellow, n2 press: 1500 psi, and oat 13 degrees celcius. a/c hours of 2459.2. servicing checks good at current temperature. area secure and fod free at the time of completion.  "
14977,serviced mrh accumulator to second green iaw: gai-000. 1700 psi nitrogen. oat is 13 degrees celcius. 25.1 aircraft flight hours. area secure and fod free.  
2929,removed and replaced fwd scissor assy iaw a1-h60ra-150-300. area secure and fod free. pema s/n: 3255  
8761,removed and replaced component nomenclature main rotor head damper assy;  new part no: 70106-28000-049;  serno: a221-02174;  pos cd: blue iaw 150-300. tq wrench s/n: 1117701443. all checks good. area fod free and secure at time of inspection. refer to jc 
4266,replaced 7rb2 tip door hinge assy iaw 5280 ataf apaf aff  
12111,removed and replaced safety wire on black blade upper spread lockpin iaw 150-300. area fod free and secure  
6372,removed yellow main  rotor blade tip cap for admin purposes.
13071,inspected yellow mrb lower centering socket play; no movement noted below 15 in-lbs of torque applied to plug mount bolts. checks good iaw 150-300. area secured and fod free at time of inspection.  
22422,"serviced mrh accumulator to n2: 1500psi, hyd: yellow, temp: 20 degrees c iaw: gai-000.  current flight hours: 566.100 .  all checks good, area secure and fod free.  "
9607,removed and re-installed red mrh damper iaw a1-h60ra-150-300. refer to mcn: 1v4z5p4 for 9-13 flight hour torque checks. area secure and no fod found.  
4338,"refer to jcn: q20192218 for some, but not all damper bracket bolts fail tq check, conditional inspection.  "
12073,inspected black tail rotor boot. boot had pin hole. sealed pin hole in tail rotor boot iaw 150-300. all checks good area fod free and secure at time of inspection.
27874,"removed corrosion; cleaned, and treated corrosion on red, black and blue blade balancing weight brackets  iaw: 01-1a-509. area fod free and secure at time of inspection."
1711,removed and replaced rh nose landing gear tire assy iaw sss 3240 ataf. apaf. aff pema 1571
15867,"serviced main rotor head accumulator to yellow/1500psi, oat: 12 degrees celsius iaw a1-h60ra-gai-000. acft hrs: 322. hsu-310. area secure and fod free.    "
10298,"serviced mrh accumulator iaw: gai-000. hyd: 2nd green, nitr: 1600, oat: 28. area secure and fod free. pema s/n: 6120.  "
13163,repaired red main rotor blade area iaw srm-000. area clean and fod free. pema s/n 4ktya45034  
19084,refer to mcn:26xi80l for droop stop installation iaw:a1-h60ra-150-300. area secured and fod free.  
5091,removed and replaced blue tail rotor jumper cable iaw 150-300. area secure and fod free at time of inspection. refer to mcn: 1n86v8g for 9-13 hour toque check.
26320,removed and replaced blue mrh spindle iaw 150-300. area secure and fod free. pema s/n: 6fksa76012. refer to jcn: by0304398 for removed and reinstalled blue blade. refer to w/c: 220 jcn: by0304398 for installation of wiring harness. refer to jcn: by0310375
10043,"mrh accumulator serviced to yellow, 1650 psi 37'c. a/c flight hours: 2155.4  iaw gai-000. area clean clear  and fod free. pema 6fksa75955.  "
1605,removed and replaced rh ob mlg tire from pull stock iaw: sss 3240 pema s/n: 44688 cameo version: 1.3.10. area free of fod. refer to mcn: 2si8l30 for replacement of pull stock.  
25935,shimmed and torqued ant flaps iaw 150-300. area is secure and fod free.  
22526,"serviced mrh accumulator iaw gai-000. hyd level at high green, nitrogen at 1500 psi, oat 15 c, current flight hours at 2734.3. area secure and fod free.  "
18120,verified tq stripe worn on blue tail rotor pcl. reapplied tq stripe iaw 150-300. area secured and fod check complete.  
15900,adjusted yellow pcr up 8 clicks and black pcr up 9 clicks iaw vib-200. area secure and fod free. pema 6fksa76289.
14437,performed main rotor head adjustments on yelow and blue pcr. down 1 on blue and up one on yellow iaw a1-h60rs-vib-200. torqued and safety wired. area fod free and secure at time of inspection. pema s/n: 76810 used and accounted for.  
20211,replaced yellow tail rotor blade bridge and zip tie iaw 150-300. area secure and fod free.
3983,removed and replaced lgcu iaw sss:3230 pema: 99979 system op checked good apaf ataf aff
9699,serviced main rotor head accumulator fluid side iaw a1-h60ra-gai-000 wp 007 ietms s/n 1bkya48953.   area clean and fod free.  
14617, adjusted pitchfree switch iaw 150-300. op checks good iaw gai-010. area fod free and secure at time of inspection.  
11082,inspected black blade lower centering socket iaw 150-300. once a/c was spread no movement noted. area fod free. all secure. pema s/n: 6fksa76012.  
16133,"serviced main rotor head accumulator to second green/ 1500 psi iaw a1-h60ra-gai-000. ambient temp: 22 degrees celsius. a/c hours: 593.2. area is clean, secure, and fod free. pema# 1bkya54250  "
14459,removed and replaced aft scissor assy iaw 150-300. area fod free and secure.  
3035,"reshimmed blue, yellow and black lower centering sockets iaw 150-300. all checks good. area fod free and secure.  "
114,inspected emergency landing gear pneumatic reservior bottle all checks good ataf apaf aff.
1232,performed ground vibration analysis due to 30 day no fly  iaw vib-200.  all readings within specified limits. no adjustments made.  area secure and fod free at time of inspection. a-b .26 track spread is .54  
26933,"serviced main rotor head accumulator to 1600psi and 2nd green iaw a1-h60ra-gai-000. area clean and fod free. ambient temp: 22 degrees celcius, a/c hours: 2178.6."
14964,removed black droop stop sn: 4172-2a and replaced with sn: spe4a7-14-m-0926 iaw 150-300. area secure and fod free.  
25243,"removed and replaced forward scissors iaw a1-h60ra-150-300 utilized pema ohkya17536. area clean, secure, and fod free.  "
16125,readjusted blade position and auto folded iaw a1-h60ra-gai-010. saved new spread position and auto fold worked 4.0. area secure and fod free. pema 8706.  
27120,"removed corrosion from yellow and black mrb centering socket hardware. cleaned and treated in accordance with: 01-1a-509. area is clean, secure and free of fod. pema s/n: 7iksa26143."
8890,main rotor head accumulator hydraulic fluid level in low green and with in limits iaw gai-000. upon further inspection no further action needed. area fod free and secure at time of inspection.  
5618,inspected blue blade trim tab for cracks iaw a1-h60sa-srm-000 wp 015. no cracks found. pema s/n 2777. area secure and no fod found.  
9550,removed blue mrb tip cap s/n: b489-09594 and turned in as match set due to blue main rotor blade being down iaw 150-300. checks good. area fod free and secure.  
18224,"serviced mrh accumulator iaw gai-000. hyds: high green, n2: 1550 psi, and oat 19 degrees celcius. a/c hours of 1701.30. area secure and fod free at the time of completion.  "
15189,removed and replaced yellow damper bearings iaw: 150-300. area secure and fod free at time of completion.  
3980,removed and replaced yellow tail rotor boot iaw a1-h60ra-150-300. area fod free and secure. time now: 2438.7  
3771,rigged lh mlg door strut iaw sss 3210 pema-54 ataf apaf aff
3071,installed washer on fwd scissor upper bolt iaw 150-300. area fod free and secure.  
14837,"cannibalized (buno: 168144 mcn: 1v4yi02) removed and replaced fwd scissor iaw: a1-h60-150-300, area fod free and secure at time of inspection.  "
12085,"removed and replaced red main rotor blade tip cap screws iaw 150-300 new screws p/n are 1-6 ss5312pu1-05, and 7-12 ss5305-1k08 a/c time now is 1557.1.  area secure and fod free during time of inspection. refer to jcn: q60212214 for 9-13 tq checks.  "
16445,replaced black blade bumber hardware iaw 150-300. area fod free and secure.
7080,tightened red upper centering socket attachment bolts iaw 150-300. area fod free and secure.
3802,rh mlg ib and ob tires serviced iaw sss1210 pema67341 ataf apaf aff  
25043,removed and replaced red hub lower centering socket liner iaw 150-300. area is secure and free of fod. bd-103.1  
5421,removed and replaced yellow tail rotor blade boot iaw a1-h60ra-150-300. area fod free and secure. refer to jcn: q80287488 for 9-13's.  a/c time now: 1324.5
11999,performed post phase ground vibes. all vibrations within limits iaw vib-200. area secure and fod free. pema 6fksa76012.  
3169,reinstalled black blade fold harness iaw with a1-h60ra-150-300. refer to 2e4fv9f for pitch free switch adjustment. area secure fod check complete.  
13272,removed and replaced yellow upper lockpin bearing and ring iaw a1-h60ra-150-300. area secure and fod free.  
8394,installed black tail rotor abrasion strip iaw:a1-h60ra-150-300. area secure and fod free at time of inspection.
21930,removed and replaced yellow spindle iaw 150-300. area is clean and fod free. pema s/n:6cksa67609  
3348,"bled and serviced nlg shock strut iaw sss 1210. ataf, apaf, aff. pema 6  "
3318,"replaced lhob mlg tire iaw sss 3240. ataf, apaf, aff. used pema 67341  "
16179,performed ground vibes due to removal and reinstallation of tail rotor assy. all vibes check good iaw vib-200. area clean and fod free. pema ns 6cksa67629.  
21873,"serviced mrh accumulator iaw a1-h60ra-gai-000. hydraulics: yellow, nitrogen: 1500 psi, oat: 20 degrees celsius, a/c hours now: 472.500 hours.  "
3485,removed and replaced rh nlg tire iaw sss 3240 utilized pema 7376 ataf apaf aff  
27973,sealed black tail rotor boot iaw srm-000. area fod free and secure.
23132,removed and replaced blue inboard damper bearing iaw a1-h60ra-150-300. refer to mcn: 26xilw7 for 9-13 torque check. area secure and fod free at time of inspection.  
16171,removed and replaced yellow blade droop stop cam iaw 150-300. area secure and fod free.  
23296,removed and replaced yellow main rotor droop stop iaw a1-h60ra-150-300. area secure and fod free at time of inspection. ** p/n: 70105-08151-046 should be indexed 'i' failed part**  
26452,shimmed blue lower centering socket iaw 150-300. pema: 6cksa67512. area secure and fod free.  
2469,"serviced left and right main landing gear tires iaw sss 3210. ataf, apaf, aff. used pema 67331    "
4947,removed and replaced black elastomeric bearing iaw a1-h60ra-150-300. all checks good. area secure and fod free.
8410,"serviced main rotor head accumulator in accordance with a1-h60ra-gai-300. hydraulic fluid level second green, nitrogen at 1700psi. a/c hours: 2432.5. area secure and fod free. pema s/n: 8249."
26154,removed and replaced black tail rotor boot iaw 150-300. area is secure and fod free. refer to jcn: pq5096215 for 9-13 tq check on black pcl.  
6153,removed and replace both inboard and outboard damper bearings on black damper iaw 150-300. area clean and fod freee.  
18100,serviced black blade bim system iaw 140-300. area secure and fod free at time of inspection.  
17732,removed and reinstalled tail rotor blades iaw 150-300. all checks good. area fod free and secure.  
19621,adjusted all pcrs iaw a1-h60rs-vib-200 -8 clicks due to low rotor rpm during auto rotation. area secure and fod free at time of inspection. refer to mcn 26xi8q4 for pcr torque checks  
10002,added 60 grams to quadrant 3 and 64 grams to quadrant 4 iaw vib-200. utilized pema 6791 area secured and free of fod.
27976,
15655,repaired yellow tail rotor boot iaw srm-000. area secured and fod free.  
16347,"serviced main rotor head accumulator iaw ref: a1-h60ra-gai-000. hyd side to: high green,  nitrogen is at: 1650 psi iaw . oat is at: 28. checks good. area secure and fod free at time of inspection. acrft time now is: 2695.3.  "
2260,no maint performed admin maf  
17301,"serviced main rotor head in accordance with a1-h60ra-gai-000. hydraulic fluid level in second green, nitrogen at 1700. aircraft hours: 2474.4  area cleaned, secured, and fod free. pema s/n 8878."
5909,removed minor surface corrosion on red pcl jamnuts. cleaned and treated area with grade 4 iaw: 01-1a-509. area is secure and fod free at time of inspection. ***action taken transaction code should be 11/z
21686,verified post phase ground vibration analysis and data review checked good iaw a1-h60ca-mrc-400 card abcd-30. area secure and no fod found at time of inspection.  
2831,"performed mrh adjustments iaw a1-h60rs-vib-200. adjustments made red pcr up 1-click, blue pcr down 4-clicks, red trip tab up .009 area secure and fod checks complete at time of inspection.  "
7354,"removed and replaced inboard and outboard yellow damper bearings iaw a1-h60ra-150-300. area is clean, secure, and fod free. pema used: 7iksa26042.  "
26849,removed and replaced broken safety wire on red blade heater pin iaw 150-300. area secure and fod free.
17032,removed and reinstalled black main rotor blade iaw 150-300 wp 028. area clean and fod free.  
1091,removed and replaced all outboard retention plate hardware iaw 150-300. pema: 6fksa76012. area secure and fod free.  
12474,repaired the red tail rotor paddle trailing edge iaw a1-h60ra-srm-000.  area secure and fod free at the time of inspection.  
1433,replaced rh nlg tq tube mount iaw sss 3220 ataf apaf aff pema-88 was used
