,DISCREPANCY
9072,main rotor acc. low          
11838,install yellow blade post pmi.
4942,cannibalized item: nlg power steering unit (ddsn: 9024g153) for modex 14 original mcn: 146hu65
3932,remove and install tip cap as match set for removal and replacment of red blade refer to jcn b23432225.          
3217,foward scissor spherical bearing play over 0.033 inch          
8992,blue spindle lower centering socket loose.
33,remove and reinstall lh nlg tire for ojt documentation.          
11534,main rotor head hydraulics low. a/c time: 2292.2          
7671,the mrh hyd accum reads red          
18183,remove tgb cowling. rwn  fom for cowling repair
26674,main rotor head vibes ool          
1971,blue tail rotor blade boot zip tie is not installed properly.
20246,mrh accum hyd red          
21952,yellow blade fold hinge gear worn.          
5720,main rotor head hyds accumulator low.          
5631,"main rotor head black blade tip block corrosion exceeds 0.30"" out of limits."
1612,nose landing gear shock strut was found bad following a hard landing
23778,blue blade 'a' and 'b' switches not installed          
15279,mrh acumm low hyds side.          
4059,1/4 square inch puncture in yellow paddle. damage is within repairable limits
16597,red lower centering socket very loose
14715,install black main rotor blade assembly for pmi restoration.          
735,blue spindle sun gear bearing cracked. card-d 121.1
4719,red main rotor damper outboard bearing worn beyond limits          
13134,yellow cap on mrh nitrogen servicing port is missing.          
14193,mrh indexer inop
10562,black tail rotor boot not secured          
3907,red blade qd leaking.          
16408,aft scissor has up and down movement
14318,missing nut on yellow mrb damper hydraulic line adel clamp. refer to jcn km0107235 for fod inspection.          
19974,"mrh low, hyd side          "
9987,main rotor head accumulator low
2868,right hand main landing gear inboard and outboard tire pressures low. both tire pressures at 100 psi.          
22938,loose lower centering socket red blade.          
12458,part received bad from supply. auto blade fold and spread inop. refer to jcn: q60183355 for original gripe and troubleshooting          
11870,red mrb damper harness leak          
9626,worn tail rotor tip cap rivet on yellow tail rotor padel.          
6417,connector p612 in tail disconnect internally corroded with evidence of arcing.          
590,yellow tail rotor paddle is missing the abrasion strip.          
20237,main rotor head out of limits          
3909,"lh nlg tire has a cut exceeding 4/32"""
15574,aft scissor spherical bearing out of limits          
10977,black main rotor blade fold harness has tear exposing wires.          
24710,yellow tail paddle boot has small hole.          
16439,aft scissor has side to side play. on upper and lower link.
15558,aft scissor has excessive play.          
5360,mutilpile biflars washers are gouged out of limits. mrc-400 card abcd 23.2          
10186,"autorotation ool.  target: 118, actual: 114          "
5532,d-112.2 red mrb damper bearings worn
22697,"perform post ""a"" phase ground vibration analysis.          "
17941,mrh ool.          
13607,black blade upper pcr bolt failed clamp up test at 70 ft/lbs.          
5975,"during auto blade fold procedures, pitch locks drove out out  of sequence. upon releasing rotor brake to index mrh, yellow blade began attempting to fold and  mrh attempted to index simultaneously. proceeded to kill the evolution and flip switch to spread"
11022,main rotor head low          
6386,no spread light with blade fold master on          
18244,mrh low.
6998,mrh ground ool.
10810,3 degree bias ool.          
20643,aft scissor lower link has side to side play
20903,tail rotor vibes ool.          
20570,perform 3.0 degree bias.
20188,fwd scissor upper liink bear/bushing worn beyond limits. abcd 23.6          
25577,yellow tail rotor boot has hole in it.          
2593,rh nlg tire is worn beyond limits          
1111,lh inboard tire has uneven wear.
11951,black droop stop worn ool          
15225,in-flight vibration ool @ 140 kias and vh.          
21890,black tail paddle torn boot          
584,left hand nose landing gear tire valve core snapped. apaf
334,main rotor head accumulator low.          
828,lh nlg tire valve stem popped off          
4866,remove main rotor head distributor. reinstall when directed by maintenance control.
25797,perform post phase ground vibes
23159,lower #6 tip cap screw on yellow blade not seated properly.          
8775,tail rotor out of limits          
2464,main gearbox overserviced          
13623,hydraulic fluid seeping out of red blade dampner.
27827,"during step 49, found a broken missing bim tab on blue blade. all other bim indicators checked 4.0"
11131,black pitch control link bonding wire broken.          
1821,rh nose landing gear tire worn beyond limits
4192,lh outboard main landing gear tire found worn.          
9310,main rotor head accumulator hydraulic level low. ***update: cracked yellow damper side quick disconnect***          
23473,main rotor head low          
10954,tail rotor bias ool          
5759,fwd scissor ball bearing worn.          
10578,blue hinge hardware worn.
1536,left hand nose landing gear tire worn.          
15273,rotor brake preassure low: 400 psi.          
20111,lower yellow centering socket has play.          
17897,tail rotor ool          
23452,main rotor head accumulator hydraulic pressure is low.          
25779,main rotor head acumm gage  is reading low right on the line red and green          
1487,landing gear control silonoid valve f(p)          
21617,high frequency vibes felt through the airframe and aircraft floor at pilot and aircrewman stations.  vibes felt 30-90kias and increased with airspeed.  same vibration signature not felt below 30kias or in a hover.  t/r controllability checked in flight an
15789,black blade lockpin puller safety wire broken.          
25042,fom tb-10 for zone 2 torque checks          
4618,red main rotor blade damper installed incorrectly          
2305,nose landing gear will not center          
15024,remove yellow mrb due to replacement of mgb on mcn 00je2x0. . re-install wnbmc          
2910,yellow upper centering socket loose          
4222,remove yellow main rotor pitch control rod for level ii preservation.
14912,unusual vibrations from a range of 70-120kias. similar to a gallop felt throughout the aircraft.
5702,perform ground vibe analysis
25840,mrh ool.          
14011,mrh accum  hyd low. at 1st d in add          
12361,"severe corrosion and delamination on black blade in critical area, with in close proximity of number six hole.          "
26814,black mrb tip cap found delaminated ***admin remove and install due to maf being cut with wrong wuc***
12961,black pitch horn zone 3 has gouges.
21811,blue blade titanium abrasion strip disbonding at outer corner.          
13257,fwd scissor lower bolt threads damaged          
17774,main rotor head accumulator fluid servicing low.          
7895,black trb boot not secured by tie wrap
2915,mrh accum low          
3953,admin:  remove black  tip cap due to match set.  refer to mcn oojg3zu  for black  blade maf
2749,aft scissor radial and lateral play          
12865,"main rotor track and balance ool for the following flight regimes:  hover, 120, 140, vh.          "
21863,mrh ool          
26246,mrh biffilar was fails wear indicator test. ool          
3860,left and right nlg torque tube fitting excessively worn
2568,tail rotor pitch beam retaining nut screws and washers worn.          
14138,"comply with ground vibes, track and balance adjustments.          "
20554,perform post phase ground vibes.
3194,"both rh ib and ob mlg brakes siezed, not allowing tire to rotate freely when brakes are disengaged. zero running clearance on brake pistons. ****update: parking brake transfer valve module transfer valve pin, binding. not allowing parking brake to disenga"
18235,mrh accumulator low
15078,hole in yellow tail rotor boot.          
5445,black spindle pitch lock liner safety wire incorrect          
8427,blue mrh damper bearings ool
2513,missing red tail paddle abrasion strip after fcf flight.refer to jcn: q2080295 for fod search          
8387,"nbnc.  corroded fastners and brackets on tail rotor de-ice  crown.  fs 732, wl 324, bl 0"
25041,red droop stop heater pin safety wire broken          
22297,scir change:  00jfrww.  remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-01910;  pos cd: red
